time_ms,target_vx,target_vy,target_vr,planned_vx,planned_vy,optflow_body_vx,optflow_body_vy,optflow_kf_vx,optflow_kf_vy,wheel_chassis_vx,wheel_chassis_vy,fused_chassis_vx,fused_chassis_vy,raw_vision_vel_x,raw_vision_vel_y,vision_source,odom_vx,odom_vy
12172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
