time_ms,target_vx,target_vy,target_vr,optflow_body_vx,optflow_body_vy,optflow_kf_vx,optflow_kf_vy,wheel_chassis_vx,wheel_chassis_vy,fused_chassis_vx,fused_chassis_vy,odom_vx,odom_vy
12015,0,0,0,0,0,0,0,0,0,0,0,0,0
12025,0,0,0,0,0,0,0,0,0,0,0,0,0
12035,0,0,0,0,0,0,0,0,0,0,0,0,0
12045,0,0,0,0,0,0,0,0,0,0,0,0,0
12055,0,0,0,0,0,0,0,0,0,0,0,0,0
12065,0,0,0,0,0,0,0,0,0,0,0,0,0
12075,0,0,0,0,0,0,0,0,0,0,0,0,0
12085,0,0,0,0,0,0,0,0,0,0,0,0,0
12095,0,0,0,0,0,0,0,0,0,0,0,0,0
12105,0,0,0,0,0,0,0,0,0,0,0,0,0
12115,0,0,0,0,0,0,0,0,0,0,0,0,0
12125,0,0,0,0,0,0,0,0,0,0,0,0,0
12135,0,0,0,0,0,0,0,0,0,0,0,0,0
12145,0,0,0,0,0,0,0,0,0,0,0,0,0
12155,0,0,0,0,0,0,0,0,0,0,0,0,0
12165,0,0,0,0,0,0,0,0,0,0,0,0,0
12175,0,0,0,0,0,0,0,0,0,0,0,0,0
12185,0,0,0,0,0,0,0,0,0,0,0,0,0
12195,0,0,0,0,0,0,0,0,0,0,0,0,0
12205,0,0,0,0,0,0,0,0,0,0,0,0,0
12215,0,0,0,0,0,0,0,0,0,0,0,0,0
12225,0,0,0,0,0,0,0,0,0,0,0,0,0
12235,0,0,0,0,0,0,0,0,0,0,0,0,0
12245,0,0,0,0,0,0,0,0,0,0,0,0,0
12255,0,0,0,0,0,0,0,0,0,0,0,0,0
12265,0,0,0,0,0,0,0,0,0,0,0,0,0
12275,0,0,0,0,0,0,0,0,0,0,0,0,0
12285,0,0,0,0,0,0,0,0,0,0,0,0,0
12295,0,0,0,0,0,0,0,0,0,0,0,0,0
12305,0,0,0,0,0,0,0,0,0,0,0,0,0
12315,0,0,0,0,0,0,0,0,0,0,0,0,0
12325,0,0,0,0,0,0,0,0,0,0,0,0,0
12335,0,0,0,0,0,0,0,0,0,0,0,0,0
12345,0,0,0,0,0,0,0,0,0,0,0,0,0
12355,0,0,0,0,0,0,0,0,0,0,0,0,0
12365,0,0,0,0,0,0,0,0,0,0,0,0,0
12375,0,0,0,0,0,0,0,0,0,0,0,0,0
12385,0,0,0,0,0,0,0,0,0,0,0,0,0
12395,0,0,0,0,0,0,0,0,0,0,0,0,0
12405,0,0,0,0,0,0,0,0,0,0,0,0,0
